Researcher,Date completed,Ungulate Family,Ungulate Latin Name,Ungulate Common Name,Season in which plant recorded,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Genus,Plant Reported Species,Plant Reported Name,% Contribution to Diet,preference ranking,Data type,Units/metric diet is reported,Binned units (leave blank for now),Author definition of units,Total number of plant species eaten,Total Number of plant species available,Complete list of plants eaten or partial?,Reported Method,Binned method,Author definition of methods,Within study groupings (#),Type of grouping,Name of grouping,Author explaination of grouping,Sample size per grouping,Sample size units,Total sample size,Total sample size units,Author explaination of sample size,Latitude 1,Longitude 1,Latitude 2,Longitude 2,lat/long reported or inferred,Reported Study Site Location,Country,Continent,Author reported habitat/biome,Biome,Precipication/ rainfall,Were other ungulate species studied in this paper?,"If yes, list the common names here",Confidence level in data reported/collected,Reason for confidence level?,Citation (abrv),URL,Notes,Double checked by 2nd person?,Were changes made?,Notes/feedback on what was changed and why,2nd person initials,Date,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Moraceae,Ficus,glabrata,Ficus glabrata,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Myrsinaceae,Ardisia,compressa,Ardisia compressa,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Papaveraceae,Bocconia,arborea,Bocconia arborea,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Phytolaccaceae,Phytolacca,NA,Phytolacca sp.,Plant Remains,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Pinaceae,Pinus,NA,Pinus sp.,Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Poaceae,Chusquea,NA,Chusquea sp.,Seeds,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Poaceae,Lasiacis,NA,Lasiacis sp.,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Rubiaceae,Psychotria,NA,Psychotria sp.,Seeds,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Rubiaceae,Psychotria,NA,Psychotria sp.,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Rubiaceae,Chiococca,belizensis,Chiococca belizensis,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Rubiaceae,Rondeletia,albida,Rondeletia albida,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Rubiaceae,Palicourea,NA,Palicourea sp.,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Saurauiaceae,Saurauia,madrensis,Saurauia madrensis,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Scrophulariaceae,Leucocarpus,perfoliatus,Leucocarpus perfoliatus,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Smilacaceae,Smilax,NA,Smilax sp.,Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Solanaceae,Solanum,chrysotrichum,Solanum chrysotrichum,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Solanaceae,Solanum,aff. nigrum,Solanum aff. nigrum,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Solanaceae,Witheringia,aff. stramonifolia,Witheringia aff. stramonifolia,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Solanaceae,Solanum,nigrescens,Solanum nigrescens,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Solanaceae,Nicandra,physalodes,Nicandra physalodes,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Solanaceae,Jaltomata,procumbens,Jaltomata procumbens,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Symplocaceae,Symplocos,NA,Symplocos sp.,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Theaceae,Symplococarpon,purpusii,Symplococarpon purpusii,Leaves and Stems,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Bairdii,Baird's Tapir,NA,annual,2000,2001,Tilaceae,Luehea,candida,Luehea candida,Seeds,NA,presence/absence,parts consumed,,Taxonomic description and consumed parts,25,NA,partial,study area,feeding site examination,A list of the species was drawn up vegetables consumed in the study area,1,experimental,NA,NA,15,transects,15,transects,Of the total transects (N = 15),15.09'10'N,92.34'04'W,15.57'02'N,93.12'42'W,reported,Chiapas,Mexico,North America,cloud forest,tropical rainforest,2500-3500 mm/year,no,NA,medium,unsure of my interpretation of data,Torres et al. 2004,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DF,30-Oct,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Sapindaceae,Xerospermum,noronhianum,Xerospermum noronhianum,11.2,1,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,https://aip.scitation.org/doi/abs/10.1063/1.4858676,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Phyllanthaceae,Aporosa,prainiana,Aporosa prainiana,8.2,2,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Phyllanthaceae,Baccaurea,parviflora,Baccaurea parviflora,6.9,3,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Myrtaceae,Syzgium,NA,Syzgium sp1,3.3,4,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Myrtaceae,Syzgium,NA,Syzgium sp1,3.1,5,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Myristicacceae,Knema,kunstleri,Knema kunstleri,2.8,6,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Cannabaceae,Gironniera,nervosa,Gironniera nervosa,2.8,7,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Phyllanthaceae,Aporosa,symplocoides,Aporosa symplocoides,2.7,8,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Myristicacceae,Knema,patentinervia,Knema patentinervia,2.6,9,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Burseraceae,Dacryodes,costata,Dacryodes costata,2.3,10,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Myristicacceae,Knema,hookeriana,Knema hookeriana,2.2,11,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Olacaceae,Ochanostachys,amentacea,Ochanostachys amentacea,2,12,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Polygalaceae,Xanthophyllum,rufum,Xanthophyllum rufum,2,13,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Melastomataceae,Dissochaeta,gracilis,Dissochaeta gracilis,1.8,14,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Melastomataceae,Pternandra,echinata,Pternandra echinata,1.8,15,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Myristicacceae,Knema,furfuraeca,Knema furfuracea,1.8,16,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Burseraceae,Santiria,rubiginosa,Santiria rubiginosa,1.7,17,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
DF,,Tapiridae,Tapirus Indicus,Malayan Tapir,NA,annual,2010,2011,Clusiaceae,Garcinia,eugeniifolia,Garcinia eugeniifolia,1.5,18,proportion,% eaten,,% Eaten are percentages of total consumed plants,217,1142,partial,feeding sites,feeding site examination,"All forest plants showing signs of being bitten or browsed by tapirs were labeled and leaf voucher specimens collected. Specimens were then pressed, dried and identified to species, if possible.",1,experimental,NA,NA,30,plant species,1142,plants,Of the top 30 most readily eaten species,3.4'N,101.21'E,NA,NA,reported,Sungai Dusun Wildlife Reserve,Malaysia,Asia,peatswamp/lowland forest,tropical rainforest,NA,no,NA,high,authors/reported data very clear,Simpson et al. 2013,,,,,,,,,,,,,
